timestamp,step,client_id,title,nip,field,old_value,new_value,source,status
20260521-161439,step1,88322a35-134e-43cf-8280-8d01940f0b05,MÓJ SPOŻYWCZY SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚ,5311688395,address,(empty),"POZNAŃSKA 98, 05-850 BRONISZE",vat_data.workingAddress,planned_dry
20260521-161439,step1,88322a35-134e-43cf-8280-8d01940f0b05,MÓJ SPOŻYWCZY SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚ,5311688395,city,(empty),BRONISZE,vat_data.workingAddress,planned_dry
20260521-161439,step1,126df1ce-02a9-45c5-aafa-f7095bf58ac5,"""ARCTIC"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",6112171655,address,(empty),"PRZEMYSŁOWA 1A, 96-325 RADZIEJOWICE",vat_data.workingAddress,planned_dry
20260521-161439,step1,126df1ce-02a9-45c5-aafa-f7095bf58ac5,"""ARCTIC"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ",6112171655,city,(empty),RADZIEJOWICE,vat_data.workingAddress,planned_dry
20260521-161439,step1,39250be0-af50-4e54-813a-91d860ba147a,"BEKANIX SZEWCZYK BEATA, KANIK DOMINIK SPÓŁKA CYWIL",8982242191,address,(empty),"NOWOWIEJSKA 25/1A, 50-314 WROCŁAW",vat_data.workingAddress,planned_dry
20260521-161439,step1,39250be0-af50-4e54-813a-91d860ba147a,"BEKANIX SZEWCZYK BEATA, KANIK DOMINIK SPÓŁKA CYWIL",8982242191,city,(empty),WROCŁAW,vat_data.workingAddress,planned_dry
20260521-161439,step1,d464ead8-63a3-4209-a218-9299454625f8,TC GROUP SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,5242892513,address,(empty),"AL. ALEJE JEROZOLIMSKIE 85/21, 02-001 WARSZAWA",vat_data.workingAddress,planned_dry
20260521-161439,step1,d464ead8-63a3-4209-a218-9299454625f8,TC GROUP SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,5242892513,city,(empty),WARSZAWA,vat_data.workingAddress,planned_dry
20260521-161439,step1,e0c47edb-1358-456d-bedf-8b3ffd02a81f,GRUPA MPT SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,7641800258,address,(empty),"PRZERWANA 13/U2, 02-484 WARSZAWA",vat_data.workingAddress,planned_dry
20260521-161439,step1,e0c47edb-1358-456d-bedf-8b3ffd02a81f,GRUPA MPT SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,7641800258,city,(empty),WARSZAWA,vat_data.workingAddress,planned_dry
20260521-161439,step1,18b7ac7d-3b37-488d-8242-81aec5779c3b,WESOŁY KORNISZONEK SPÓŁKA Z OGRANICZONĄ ODPOWIEDZI,8992860074,address,(empty),"MIĘDZYLESKA 4, 50-514 WROCŁAW",vat_data.workingAddress,planned_dry
20260521-161439,step1,18b7ac7d-3b37-488d-8242-81aec5779c3b,WESOŁY KORNISZONEK SPÓŁKA Z OGRANICZONĄ ODPOWIEDZI,8992860074,city,(empty),WROCŁAW,vat_data.workingAddress,planned_dry
20260521-161439,step1,9c5a4637-4e83-43d9-ad9b-15f789fb033a,VERDA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,5932594147,address,(empty),"KSIĘDZA PASIERBA 50, 83-130 ROŻENTAL",vat_data.workingAddress,planned_dry
20260521-161439,step1,9c5a4637-4e83-43d9-ad9b-15f789fb033a,VERDA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,5932594147,city,(empty),ROŻENTAL,vat_data.workingAddress,planned_dry
20260521-161439,step1,f9267017-3a48-4e93-ad3d-3e8141a72fe6,JUST-TRANS JUSTYNA GNIADO SPÓŁKA Z OGRANICZONĄ ODP,8222399337,address,(empty),"SZPITALNA 70, 05-300 MIŃSK MAZOWIECKI",vat_data.workingAddress,planned_dry
20260521-161439,step1,f9267017-3a48-4e93-ad3d-3e8141a72fe6,JUST-TRANS JUSTYNA GNIADO SPÓŁKA Z OGRANICZONĄ ODP,8222399337,city,(empty),MIŃSK MAZOWIECKI,vat_data.workingAddress,planned_dry
20260521-161439,step1,989f7dfa-37bc-4ff4-b1df-dfbbedbdc894,Dariusz Wieczorek Fortuna,8381175797,address,(empty),"SKARBKA Z GÓR 15U/U9, 03-287 WARSZAWA",vat_data.residenceAddress,planned_dry
20260521-161439,step1,989f7dfa-37bc-4ff4-b1df-dfbbedbdc894,Dariusz Wieczorek Fortuna,8381175797,city,(empty),WARSZAWA,vat_data.residenceAddress,planned_dry
20260521-161439,step1,f99885a7-b309-4d31-a92a-6d50e6753f03,PREMIUM TRADE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚ,7972070629,address,(empty),"NOWA WIEŚ 70C/26, 05-660 NOWA WIEŚ",vat_data.workingAddress,planned_dry
20260521-161439,step1,f99885a7-b309-4d31-a92a-6d50e6753f03,PREMIUM TRADE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚ,7972070629,city,(empty),NOWA WIEŚ,vat_data.workingAddress,planned_dry
20260521-161439,step1,f860ea25-c743-4f3a-9490-a8c64b667ec0,ANECOOP POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNO,7781340880,address,(empty),"RABOWICKA 2, 62-020 JASIN",vat_data.workingAddress,planned_dry
20260521-161439,step1,f860ea25-c743-4f3a-9490-a8c64b667ec0,ANECOOP POLSKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNO,7781340880,city,(empty),JASIN,vat_data.workingAddress,planned_dry
20260521-161439,step1,a5107b8a-2e76-4165-83c7-d0470aca68d0,"HANDEL,GASTRONOMIA,TRANSPORT - MARCIN BOROWY",1250825446,address,(empty),"KARDYNAŁA WYSZYŃSKIEGO 3, 05-252 MAŁOPOLE",vat_data.residenceAddress,planned_dry
20260521-161439,step1,a5107b8a-2e76-4165-83c7-d0470aca68d0,"HANDEL,GASTRONOMIA,TRANSPORT - MARCIN BOROWY",1250825446,city,(empty),MAŁOPOLE,vat_data.residenceAddress,planned_dry
20260521-161439,step1,490f5813-e744-40f4-aceb-30d36294705b,OLEUM DISTRIBUTION SPÓŁKA Z OGRANICZONĄ ODPOWIEDZI,8393260847,address,(empty),"STARKOWO 36, 76-270 STARKOWO",vat_data.workingAddress,planned_dry
20260521-161439,step1,490f5813-e744-40f4-aceb-30d36294705b,OLEUM DISTRIBUTION SPÓŁKA Z OGRANICZONĄ ODPOWIEDZI,8393260847,city,(empty),STARKOWO,vat_data.workingAddress,planned_dry
20260521-161439,step1,ed4a3e98-2e29-4e7f-8b36-b1189d16a5da,BARAGOL  SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,5851509002,address,(empty),"MAZOWIECKA 29, 81-862 SOPOT",vat_data.workingAddress,planned_dry
20260521-161439,step1,ed4a3e98-2e29-4e7f-8b36-b1189d16a5da,BARAGOL  SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,5851509002,city,(empty),SOPOT,vat_data.workingAddress,planned_dry
20260521-161439,step1,828b271d-e4b4-4231-8e0a-e35157730f57,DEMONIES SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,5272861204,address,(empty),"NOWY ŚWIAT 33/13, 00-029 WARSZAWA",vat_data.workingAddress,planned_dry
20260521-161439,step1,828b271d-e4b4-4231-8e0a-e35157730f57,DEMONIES SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,5272861204,city,(empty),WARSZAWA,vat_data.workingAddress,planned_dry
20260521-161439,step1,ae1dee8d-d145-4799-a025-44b092795123,CONTINENTAL GROUP PL SPÓŁKA Z OGRANICZONĄ ODPOWIED,7773358078,address,(empty),"JANA HENRYKA DĄBROWSKIEGO 29/U4C, 60-840 POZNAŃ",vat_data.workingAddress,planned_dry
20260521-161439,step1,ae1dee8d-d145-4799-a025-44b092795123,CONTINENTAL GROUP PL SPÓŁKA Z OGRANICZONĄ ODPOWIED,7773358078,city,(empty),POZNAŃ,vat_data.workingAddress,planned_dry
20260521-161439,step1,a7edc6a4-2e53-4843-b4fe-e6b0eede13d1,GARIMI EUROPE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚ,5242907812,address,(empty),"MODLIŃSKA 129/U10, 03-186 WARSZAWA",vat_data.workingAddress,planned_dry
20260521-161439,step1,a7edc6a4-2e53-4843-b4fe-e6b0eede13d1,GARIMI EUROPE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚ,5242907812,city,(empty),WARSZAWA,vat_data.workingAddress,planned_dry
20260521-161439,step1,8e8caa96-75db-4ac7-aafa-026041df6a56,CONTINENTAL GROUP PL SPÓŁKA Z OGRANICZONĄ ODPOWIED,7773358078,address,(empty),"JANA HENRYKA DĄBROWSKIEGO 29/U4C, 60-840 POZNAŃ",vat_data.workingAddress,planned_dry
20260521-161439,step1,8e8caa96-75db-4ac7-aafa-026041df6a56,CONTINENTAL GROUP PL SPÓŁKA Z OGRANICZONĄ ODPOWIED,7773358078,city,(empty),POZNAŃ,vat_data.workingAddress,planned_dry
20260521-161439,step1,bd16af82-802a-4f36-bf0f-b5c6ad4cd2b5,AS ONE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,1182095075,address,(empty),"OKOPOWA 56/1, 01-042 WARSZAWA",vat_data.workingAddress,planned_dry
20260521-161439,step1,bd16af82-802a-4f36-bf0f-b5c6ad4cd2b5,AS ONE SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,1182095075,city,(empty),WARSZAWA,vat_data.workingAddress,planned_dry
20260521-161439,step1,494a0467-4899-45b3-8929-a9f77b1b62a6,ROYAL TIME SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,7011002325,address,(empty),"ALEJA ARMII LUDOWEJ 6/164, 00-571 WARSZAWA",vat_data.workingAddress,planned_dry
20260521-161439,step1,494a0467-4899-45b3-8929-a9f77b1b62a6,ROYAL TIME SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,7011002325,city,(empty),WARSZAWA,vat_data.workingAddress,planned_dry
20260521-161439,step1,59d5140e-ea8d-43ac-a961-3f207acdff36,ANATMAN SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,8971958282,address,(empty),"STANISŁAWA LESZCZYŃSKIEGO 4/25, 50-078 WROCŁAW",vat_data.workingAddress,planned_dry
20260521-161439,step1,59d5140e-ea8d-43ac-a961-3f207acdff36,ANATMAN SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,8971958282,city,(empty),WROCŁAW,vat_data.workingAddress,planned_dry
20260521-161439,step1,77335122-e964-4582-978b-3737f97eaf55,GALINKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,5223276227,address,(empty),"KOLEJOWA 49A/U7, 01-210 WARSZAWA",vat_data.workingAddress,planned_dry
20260521-161439,step1,77335122-e964-4582-978b-3737f97eaf55,GALINKA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,5223276227,city,(empty),WARSZAWA,vat_data.workingAddress,planned_dry
20260521-161439,step1,7aaeefc2-d601-4bcf-99d0-65e8d0c5f7aa,CONTINENTAL GROUP PL SPÓŁKA Z OGRANICZONĄ ODPOWIED,7773358078,address,(empty),"JANA HENRYKA DĄBROWSKIEGO 29/U4C, 60-840 POZNAŃ",vat_data.workingAddress,planned_dry
20260521-161439,step1,7aaeefc2-d601-4bcf-99d0-65e8d0c5f7aa,CONTINENTAL GROUP PL SPÓŁKA Z OGRANICZONĄ ODPOWIED,7773358078,city,(empty),POZNAŃ,vat_data.workingAddress,planned_dry
20260521-161439,step1,c65a3331-df35-4849-b854-7ba104fec599,OSIEDLE UKRAIŃSKIE,6511743751,address,(empty),"MONIUSZKI 16, 44-240 ŻORY",vat_data.workingAddress,planned_dry
20260521-161439,step1,c65a3331-df35-4849-b854-7ba104fec599,OSIEDLE UKRAIŃSKIE,6511743751,city,(empty),ŻORY,vat_data.workingAddress,planned_dry
20260521-161439,step1,99375be4-a97b-4571-8319-98630dd7270f,Wix markt,5213984715,city,(empty),WARSZAWA,vat_data.workingAddress,planned_dry
20260521-161439,step1,05f3b762-f345-476a-aad7-7e9855529d1d,EPIC FOODS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,5223281240,address,(empty),"PIRENEJSKA 2C, 01-493 WARSZAWA",vat_data.workingAddress,planned_dry
20260521-161439,step1,05f3b762-f345-476a-aad7-7e9855529d1d,EPIC FOODS SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,5223281240,city,(empty),WARSZAWA,vat_data.workingAddress,planned_dry
20260521-161439,step1,b86e64f4-ffd8-4030-84d4-d0ad975fe459,LOKALNE ZDRÓWKO NATALIA STRÓŻYŃSKA (Podolanoczka),6121766767,city,(empty),GROMADKA,vat_data.residenceAddress,planned_dry
20260521-161439,step1,a8239679-f023-44ae-8033-c16b8116b45d,Хуторок,6751811593,city,(empty),KRAKÓW,vat_data.workingAddress,planned_dry
20260521-161439,step1,3513077d-0b6a-4342-9d84-ecd592914265,"""COSHTELLA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCI",7972014393,address,(empty),"PODGÓRZYCE 61, 05-660 PODGÓRZYCE",vat_data.workingAddress,planned_dry
20260521-161439,step1,3513077d-0b6a-4342-9d84-ecd592914265,"""COSHTELLA"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCI",7972014393,city,(empty),PODGÓRZYCE,vat_data.workingAddress,planned_dry
20260521-161439,step1,ac8c1b34-d7fc-4c2c-91bb-e717651bcf59,Intermarche,7812001594,city,(empty),POZNAŃ,vat_data.workingAddress,planned_dry
20260521-161439,step1,12c4b747-cb72-4b99-8a39-90d069752cd8,"BEKANIX SZEWCZYK BEATA, KANIK DOMINIK SPÓŁKA CYWIL",8982242191,address,(empty),"NOWOWIEJSKA 25/1A, 50-314 WROCŁAW",vat_data.workingAddress,planned_dry
20260521-161439,step1,12c4b747-cb72-4b99-8a39-90d069752cd8,"BEKANIX SZEWCZYK BEATA, KANIK DOMINIK SPÓŁKA CYWIL",8982242191,city,(empty),WROCŁAW,vat_data.workingAddress,planned_dry
20260521-161439,step1,2105c61a-943e-47bc-86eb-5706a7014a48,"""PHU WYSOKIŃSKI"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIAL",5213157395,address,(empty),"ADAMA BRANICKIEGO 9/90, 02-972 WARSZAWA",vat_data.workingAddress,planned_dry
20260521-161439,step1,2105c61a-943e-47bc-86eb-5706a7014a48,"""PHU WYSOKIŃSKI"" SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIAL",5213157395,city,(empty),WARSZAWA,vat_data.workingAddress,planned_dry
20260521-161439,step1,dad8e1f8-ab8f-4d0b-9de3-a2ea288a5902,EVANA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,9581710971,address,(empty),"MORSKA 171, 81-222 GDYNIA",vat_data.workingAddress,planned_dry
20260521-161439,step1,dad8e1f8-ab8f-4d0b-9de3-a2ea288a5902,EVANA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,9581710971,city,(empty),GDYNIA,vat_data.workingAddress,planned_dry
20260521-161439,step1,3e480fcf-9ba0-46f3-ad79-c26d08d494d1,Wschód Market ,9532776875,address,(empty),"TADEUSZA REJTANA 10/21, 85-032 BYDGOSZCZ",vat_data.workingAddress,planned_dry
20260521-161439,step1,3e480fcf-9ba0-46f3-ad79-c26d08d494d1,Wschód Market ,9532776875,city,(empty),BYDGOSZCZ,vat_data.workingAddress,planned_dry
20260521-161439,step1,07932a61-b137-466a-b797-53155b5fc657,CONTINENTAL GROUP PL SPÓŁKA Z OGRANICZONĄ ODPOWIED,7773358078,address,(empty),"JANA HENRYKA DĄBROWSKIEGO 29/U4C, 60-840 POZNAŃ",vat_data.workingAddress,planned_dry
20260521-161439,step1,07932a61-b137-466a-b797-53155b5fc657,CONTINENTAL GROUP PL SPÓŁKA Z OGRANICZONĄ ODPOWIED,7773358078,city,(empty),POZNAŃ,vat_data.workingAddress,planned_dry
20260521-161439,step1,933b18cc-0a44-4fdd-be3a-4a31322ed469,CONTINENTAL GROUP PL SPÓŁKA Z OGRANICZONĄ ODPOWIED,7773358078,address,(empty),"JANA HENRYKA DĄBROWSKIEGO 29/U4C, 60-840 POZNAŃ",vat_data.workingAddress,planned_dry
20260521-161439,step1,933b18cc-0a44-4fdd-be3a-4a31322ed469,CONTINENTAL GROUP PL SPÓŁKA Z OGRANICZONĄ ODPOWIED,7773358078,city,(empty),POZNAŃ,vat_data.workingAddress,planned_dry
20260521-161439,step1,f065ac22-8ae3-4871-8114-fbc7f584d4c8,CONTINENTAL GROUP PL SPÓŁKA Z OGRANICZONĄ ODPOWIED,7773358078,address,(empty),"JANA HENRYKA DĄBROWSKIEGO 29/U4C, 60-840 POZNAŃ",vat_data.workingAddress,planned_dry
20260521-161439,step1,f065ac22-8ae3-4871-8114-fbc7f584d4c8,CONTINENTAL GROUP PL SPÓŁKA Z OGRANICZONĄ ODPOWIED,7773358078,city,(empty),POZNAŃ,vat_data.workingAddress,planned_dry
20260521-161439,step1,abe7659b-39ec-4d9a-96f3-a74471793b9a,PPH Lubmax Sp. z o.o.,7120155996,city,(empty),TOMASZOWICE-KOLONIA,vat_data.workingAddress,planned_dry
20260521-161439,step1,ed4e12e5-e432-48f2-ba74-af930171a884,KOZAK OLEK SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,7561993172,address,(empty),"LUDOWA 2, 47-100 STRZELCE OPOLSKIE",vat_data.workingAddress,planned_dry
20260521-161439,step1,ed4e12e5-e432-48f2-ba74-af930171a884,KOZAK OLEK SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,7561993172,city,(empty),STRZELCE OPOLSKIE,vat_data.workingAddress,planned_dry
20260521-161439,step1,5234cb80-ae2f-4d40-92d1-6ed29ef9298e,Odessa Market Poznan,9151515729,address,(empty),"TĘCZOWA 82D/6, 53-603 WROCŁAW",vat_data.residenceAddress,planned_dry
20260521-161439,step1,5234cb80-ae2f-4d40-92d1-6ed29ef9298e,Odessa Market Poznan,9151515729,city,(empty),WROCŁAW,vat_data.residenceAddress,planned_dry
20260521-161439,step1,591dc14f-580e-44f5-8ad2-e9a7fb575387,MOVENA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,7972052844,address,(empty),"BOKSERSKA 1, 02-682 WARSZAWA",vat_data.workingAddress,planned_dry
20260521-161439,step1,591dc14f-580e-44f5-8ad2-e9a7fb575387,MOVENA SPÓŁKA Z OGRANICZONĄ ODPOWIEDZIALNOŚCIĄ,7972052844,city,(empty),WARSZAWA,vat_data.workingAddress,planned_dry
20260521-161439,step2,9c5a4637-4e83-43d9-ad9b-15f789fb033a,(see ce.id=8d3b4923),-,contact_enrichment.website,(empty),https://www.bisnode.pl/firma/?id=18146421&nazwa=VERDA_GROUP_SP_Z_O_O,apify_gmaps.best,planned_dry
